hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum
true,"Sat, 1 Oct",1 Oct,1475280000000,00:00,"Saturday, 1 10 2016, 00:00 — 06:00",14,More clouds than sun.,28,27,1006,0,0,83
,,,1475301600000,06:00,"Saturday, 1 10 2016, 06:00 — 12:00",9,More clouds than sun.,35,28,1008,4,50,69
,,,1475323200000,12:00,"Saturday, 1 10 2016, 12:00 — 18:00",6,Passing clouds.,36,35,1005,6,50,52
,,,1475344800000,18:00,"Saturday, 1 10 2016, 18:00 — 00:00",13,Partly cloudy.,32,30,1007,0,0,74
true,"Sun, 2 Oct",2 Oct,1475366400000,00:00,"Sunday, 2 10 2016, 00:00 — 06:00",14,More clouds than sun.,29,29,1008,3,110,80
,,,1475388000000,06:00,"Sunday, 2 10 2016, 06:00 — 12:00",7,Heavy rain. Mostly cloudy.,34,31,1010,9,110,64
,,,1475409600000,12:00,"Sunday, 2 10 2016, 12:00 — 18:00",6,Light rain. Mostly cloudy.,34,34,1006,2,140,59
,,,1475431200000,18:00,"Sunday, 2 10 2016, 18:00 — 00:00",14,More clouds than sun.,31,30,1008,0,0,78
true,"Mon, 3 Oct",3 Oct,1475452800000,00:00,"Monday, 3 10 2016, 00:00 — 06:00",14,More clouds than sun.,29,29,1007,0,0,84
,,,1475474400000,06:00,"Monday, 3 10 2016, 06:00 — 12:00",2,Light rain. Partly sunny.,34,30,1008,5,160,66
,,,1475496000000,12:00,"Monday, 3 10 2016, 12:00 — 18:00",2,Light rain. Partly sunny.,35,34,1004,5,320,54
,,,1475517600000,18:00,"Monday, 3 10 2016, 18:00 — 00:00",14,Clear.,32,32,1005,0,0,35
true,"Tue, 4 Oct",4 Oct,1475539200000,00:00,"Tuesday, 4 10 2016, 00:00 — 06:00",14,More clouds than sun.,30,29,1005,0,0,82
,,,1475560800000,06:00,"Tuesday, 4 10 2016, 06:00 — 12:00",9,More clouds than sun.,34,30,1006,0,0,66
,,,1475582400000,12:00,"Tuesday, 4 10 2016, 12:00 — 18:00",7,Heavy rain. Mostly cloudy.,34,27,1003,6,50,68
,,,1475604000000,18:00,"Tuesday, 4 10 2016, 18:00 — 00:00",34,Snow flurries. Scattered clouds.,25,25,1006,10,270,90
true,"Wed, 5 Oct",5 Oct,1475625600000,00:00,"Wednesday, 5 10 2016, 00:00 — 06:00",9,More clouds than sun.,26,26,1005,0,0,90
,,,1475647200000,06:00,"Wednesday, 5 10 2016, 06:00 — 12:00",9,More clouds than sun.,29,27,1006,2,290,78
,,,1475668800000,12:00,"Wednesday, 5 10 2016, 12:00 — 18:00",6,Passing clouds.,31,31,1003,9,270,64
,,,1475690400000,18:00,"Wednesday, 5 10 2016, 18:00 — 00:00",14,More clouds than sun.,30,28,1004,0,0,78
true,"Thu, 6 Oct",6 Oct,1475712000000,00:00,"Thursday, 6 10 2016, 00:00 — 06:00",14,More clouds than sun.,27,27,1005,0,0,84
,,,1475733600000,06:00,"Thursday, 6 10 2016, 06:00 — 12:00",9,More clouds than sun.,31,28,1008,2,270,70
,,,1475755200000,12:00,"Thursday, 6 10 2016, 12:00 — 18:00",2,Overcast.,33,32,1004,5,320,59
,,,1475776800000,18:00,"Thursday, 6 10 2016, 18:00 — 00:00",14,More clouds than sun.,30,28,1006,6,180,86
true,"Fri, 7 Oct",7 Oct,1475798400000,00:00,"Friday, 7 10 2016, 00:00 — 06:00",14,More clouds than sun.,27,26,1007,0,0,88
,,,1475820000000,06:00,"Friday, 7 10 2016, 06:00 — 12:00",9,More clouds than sun.,33,27,1008,9,270,70
,,,1475841600000,12:00,"Friday, 7 10 2016, 12:00 — 18:00",3,Thunderstorms. Broken clouds.,34,33,1004,9,320,48
,,,1475863200000,18:00,"Friday, 7 10 2016, 18:00 — 00:00",13,Scattered clouds.,28,27,1007,0,0,76
true,"Sat, 8 Oct",8 Oct,1475884800000,00:00,"Saturday, 8 10 2016, 00:00 — 06:00",14,More clouds than sun.,26,24,1008,0,0,88
,,,1475906400000,06:00,"Saturday, 8 10 2016, 06:00 — 12:00",9,More clouds than sun.,26,26,1009,8,320,41
,,,1475928000000,12:00,"Saturday, 8 10 2016, 12:00 — 18:00",1,Frigid.,35,33,1004,15,290,43
,,,1475949600000,18:00,"Saturday, 8 10 2016, 18:00 — 00:00",13,Scattered clouds.,28,26,1006,0,0,76
true,"Sun, 9 Oct",9 Oct,1475971200000,00:00,"Sunday, 9 10 2016, 00:00 — 06:00",14,Partly sunny.,24,24,1006,0,0,88
