hl,hls,hlsh,date,ts,ds,icon,desc,temp,templow,baro,wind,wd,hum
true,"Thu, 1 Dec",1 Dec,1480550400000,00:00,"Thursday, 1 12 2016, 00:00 — 06:00",14,Low clouds.,14,14,1017,0,0,96
,,,1480572000000,06:00,"Thursday, 1 12 2016, 06:00 — 12:00",9,Overcast.,22,16,1018,5,140,88
,,,1480593600000,12:00,"Thursday, 1 12 2016, 12:00 — 18:00",1,Light fog.,25,22,1015,3,90,76
,,,1480615200000,18:00,"Thursday, 1 12 2016, 18:00 — 00:00",14,Low clouds.,18,15,1017,0,0,92
true,"Fri, 2 Dec",2 Dec,1480636800000,00:00,"Friday, 2 12 2016, 00:00 — 06:00",14,Low clouds.,14,14,1017,2,110,97
,,,1480658400000,06:00,"Friday, 2 12 2016, 06:00 — 12:00",9,Low clouds.,22,13,1019,3,340,82
,,,1480680000000,12:00,"Friday, 2 12 2016, 12:00 — 18:00",1,Partly cloudy.,24,22,1016,6,290,64
,,,1480701600000,18:00,"Friday, 2 12 2016, 18:00 — 00:00",14,Low clouds.,16,15,1018,2,250,94
true,"Sat, 3 Dec",3 Dec,1480723200000,00:00,"Saturday, 3 12 2016, 00:00 — 06:00",14,Low clouds.,13,13,1018,2,270,98
,,,1480744800000,06:00,"Saturday, 3 12 2016, 06:00 — 12:00",9,Low clouds.,23,14,1021,8,270,65
,,,1480766400000,12:00,"Saturday, 3 12 2016, 12:00 — 18:00",1,Broken clouds.,26,22,1018,6,290,43
,,,1480788000000,18:00,"Saturday, 3 12 2016, 18:00 — 00:00",14,Low clouds.,15,13,1020,0,0,84
true,"Sun, 4 Dec",4 Dec,1480809600000,00:00,"Sunday, 4 12 2016, 00:00 — 06:00",14,Low clouds.,10,10,1020,4,270,92
,,,1480831200000,06:00,"Sunday, 4 12 2016, 06:00 — 12:00",9,Low clouds.,23,11,1021,5,250,62
,,,1480852800000,12:00,"Sunday, 4 12 2016, 12:00 — 18:00",1,Broken clouds.,26,22,1018,6,270,42
,,,1480874400000,18:00,"Sunday, 4 12 2016, 18:00 — 00:00",14,Low clouds.,15,13,1019,0,0,84
true,"Mon, 5 Dec",5 Dec,1480896000000,00:00,"Monday, 5 12 2016, 00:00 — 06:00",14,Low clouds.,11,11,1018,3,250,90
,,,1480917600000,06:00,"Monday, 5 12 2016, 06:00 — 12:00",9,Low clouds.,23,11,1019,6,250,62
,,,1480939200000,12:00,"Monday, 5 12 2016, 12:00 — 18:00",1,Broken clouds.,26,22,1015,6,270,44
